,SID,Session,Block,Trial,Sequence,Stimt-2,Stimt-1,Stimt,RT,Response,Delay,Result,Trial_Number,Correct,log_RT,inverse_RT,post_error
768,1033,Baseline,7,48,High Prob,1,3,4,0.401569,4,0.55,Correct,768,1,-0.912375905,2.490232065,0
769,1033,Baseline,7,49,High Prob,3,4,2,0.3162819,2,0.5,Correct,769,1,-1.151121374,3.161736413,0
770,1033,Baseline,7,50,High Prob,4,2,3,0.4623332,3,0.4,Correct,770,1,-0.771469436,2.162942224,0
771,1033,Baseline,7,51,High Prob,2,3,1,0.4330428,1,0.25,Correct,771,1,-0.836918711,2.309240565,0
772,1033,Baseline,7,52,Low Prob,3,1,4,0.5524411,4,0.55,Correct,772,1,-0.593408458,1.810147724,0
773,1033,Baseline,7,53,Low Prob,1,4,2,0.475174,2,0.55,Correct,773,1,-0.744074226,2.104492249,0
774,1033,Baseline,7,54,High Prob,4,2,3,0.3812243,3,0.25,Correct,774,1,-0.964367363,2.623127644,0
775,1033,Baseline,7,55,High Prob,2,3,1,0.4853242,1,0.2,Correct,775,1,-0.722938158,2.060478336,0
776,1033,Baseline,7,56,High Prob,3,1,2,0.5846334,2,0.2,Correct,776,1,-0.536770295,1.710473606,0
777,1033,Baseline,7,57,High Prob,1,2,1,0.3620534,1,0.55,Correct,777,1,-1.015963564,2.762023503,0
778,1033,Baseline,7,58,High Prob,2,1,4,0.3467701,4,0.4,Correct,778,1,-1.059093255,2.883754972,0
779,1033,Baseline,7,59,High Prob,1,4,3,0.2961744,3,0.5,Correct,779,1,-1.216806809,3.376389046,0
780,1033,Baseline,7,60,High Prob,4,3,2,0.3895975,2,0.55,Correct,780,1,-0.942641124,2.566751583,0
781,1033,Baseline,7,61,High Prob,3,2,4,0.1429067,1,0.55,Wrong,781,0,-1.945563309,6.997572542,1
782,1033,Baseline,7,62,High Prob,2,4,1,0.5323004,1,0.5,Correct,782,1,-0.630547287,1.878638453,0
783,1033,Baseline,7,63,High Prob,4,1,3,0.5896953,3,0.4,Correct,783,1,-0.528149316,1.69579103,0
784,1033,Baseline,7,64,High Prob,1,3,4,0.4410827,4,0.3,Correct,784,1,-0.818522893,2.267148542,0
785,1033,Baseline,7,65,High Prob,3,4,2,0.274485,2,0.5,Correct,785,1,-1.292858664,3.643186331,0
786,1033,Baseline,7,66,High Prob,4,2,3,0.5245124,3,0.25,Correct,786,1,-0.64528621,1.90653262,0
787,1033,Baseline,7,67,High Prob,2,3,1,0.2545845,1,0.6,Correct,787,1,-1.368122475,3.927968906,0
788,1033,Baseline,7,68,High Prob,3,1,2,0.2993168,2,0.6,Correct,788,1,-1.206252735,3.340941771,0
789,1033,Baseline,7,69,High Prob,1,2,1,0.4460616,1,0.4,Correct,789,1,-0.80729822,2.241842831,0
790,1033,Baseline,7,70,Low Prob,2,1,3,0.443392,3,0.4,Correct,790,1,-0.813301024,2.255340647,0
791,1033,Baseline,7,71,Low Prob,1,3,2,0.5527832,2,0.4,Correct,791,1,-0.592789398,1.809027481,0
792,1033,Baseline,7,72,High Prob,3,2,4,0.4555035,4,0.25,Correct,792,1,-0.786351878,2.195372813,0
793,1033,Baseline,7,73,High Prob,2,4,1,0.3062256,2,0.45,Wrong,793,0,-1.183433194,3.265566301,1
794,1033,Baseline,7,74,High Prob,4,1,3,0.598933,3,0.35,Correct,794,1,-0.51260554,1.669635836,0
795,1033,Baseline,7,75,High Prob,1,3,4,0.3676908,4,0.35,Correct,795,1,-1.000512911,2.719676424,0
796,1033,Baseline,7,76,Low Prob,3,4,1,0.3357213,1,0.4,Correct,796,1,-1.091473928,2.978661169,0
797,1033,Baseline,7,77,High Prob,4,1,3,0.3311085,3,0.55,Correct,797,1,-1.105309163,3.020158045,0
798,1033,Baseline,7,78,High Prob,1,3,4,0.4351517,4,0.25,Correct,798,1,-0.832060573,2.298049163,0
799,1033,Baseline,7,79,High Prob,3,4,2,0.4545449,2,0.25,Correct,799,1,-0.78845858,2.200002684,0
800,1033,Baseline,7,80,High Prob,4,2,3,0.4891931,3,0.25,Correct,800,1,-0.71499798,2.044182553,0
801,1033,Baseline,7,81,High Prob,2,3,1,0.2926131,1,0.4,Correct,801,1,-1.22890402,3.417481992,0
802,1033,Baseline,7,82,High Prob,3,1,2,0.5439493,2,0.2,Correct,802,1,-0.608899235,1.838406631,0
803,1033,Baseline,7,83,High Prob,1,2,1,0.4713843,1,0.45,Correct,803,1,-0.752081594,2.121411341,0
804,1033,Baseline,7,84,High Prob,2,1,4,0.6014504,4,0.25,Correct,804,1,-0.508411207,1.662647493,0
805,1033,Baseline,7,85,High Prob,1,4,3,0.2981704,3,0.55,Correct,805,1,-1.210090144,3.353786962,0
806,1033,Baseline,7,86,High Prob,4,3,2,0.4348766,2,0.25,Correct,806,1,-0.832692966,2.299502893,0
807,1033,Baseline,7,87,High Prob,3,2,4,0.4422794,4,0.55,Correct,807,1,-0.81581347,2.261014191,0
808,1033,Baseline,7,88,High Prob,2,4,1,0.5436407,1,0.2,Correct,808,1,-0.609466728,1.83945021,0
809,1033,Baseline,7,89,High Prob,4,1,3,0.5290845,3,0.2,Correct,809,1,-0.636607125,1.890057259,0
810,1033,Baseline,7,90,Low Prob,1,3,2,0.4270899,2,0.4,Correct,810,1,-0.850760749,2.341427414,0
811,1033,Baseline,7,91,High Prob,3,2,4,0.5291318,4,0.2,Correct,811,1,-0.636517729,1.889888304,0
812,1033,Baseline,7,92,High Prob,2,4,1,0.2951834,1,0.5,Correct,812,1,-1.220158421,3.387724377,0
813,1033,Baseline,7,93,High Prob,4,1,3,0.2945853,3,0.5,Correct,813,1,-1.222186674,3.394602514,0
814,1033,Baseline,7,94,High Prob,1,3,4,0.3759612,4,0.45,Correct,814,1,-0.978269332,2.659848942,0
815,1033,Baseline,7,95,High Prob,3,4,2,0.2880333,2,0.6,Correct,815,1,-1.244679181,3.471820793,0
816,1033,Baseline,7,96,High Prob,4,2,3,0.4174111,3,0.45,Correct,816,1,-0.873683691,2.395719711,0
817,1033,Baseline,7,97,High Prob,2,3,1,0.2794678,1,0.6,Correct,817,1,-1.274868199,3.578229764,0
818,1033,Baseline,7,98,High Prob,3,1,2,0.4474952,2,0.3,Correct,818,1,-0.804089468,2.234660841,0
819,1033,Baseline,7,99,High Prob,1,2,1,0.4328789,1,0.3,Correct,819,1,-0.837297267,2.310114907,0
820,1033,Baseline,7,100,High Prob,2,1,4,0.3802582,3,0.45,Wrong,820,0,-0.966904783,2.629792073,1
821,1033,Baseline,7,101,High Prob,1,4,3,0.3783208,3,0.45,Correct,821,1,-0.972012766,2.643259371,0
822,1033,Baseline,7,102,Low Prob,4,3,1,0.4343557,1,0.2,Correct,822,1,-0.833891495,2.302260567,0
823,1033,Baseline,7,103,High Prob,3,1,2,0.3437604,1,0.6,Wrong,823,0,-1.067810376,2.909002899,1
824,1033,Baseline,7,104,High Prob,1,2,1,0.4511609,1,0.55,Correct,824,1,-0.79593124,2.216504134,0
825,1033,Baseline,7,105,High Prob,2,1,4,0.5878839,4,0.5,Correct,825,1,-0.5312258,1.701016136,0
826,1033,Baseline,7,106,High Prob,1,4,3,0.3472918,3,0.6,Correct,826,1,-1.05758993,2.87942301,0
827,1033,Baseline,7,107,High Prob,4,3,2,0.3326634,2,0.4,Correct,827,1,-1.100624111,3.006041542,0
828,1033,Baseline,7,108,High Prob,3,2,4,0.4360437,4,0.25,Correct,828,1,-0.830012811,2.293348121,0
829,1033,Baseline,7,109,High Prob,2,4,1,0.369426,1,0.4,Correct,829,1,-0.995804829,2.706902059,0
830,1033,Baseline,7,110,High Prob,4,1,3,0.4014644,3,0.4,Correct,830,1,-0.912636417,2.490880885,0
831,1033,Baseline,7,111,High Prob,1,3,4,0.4321879,4,0.4,Correct,831,1,-0.838894832,2.313808415,0
832,1033,Baseline,7,112,High Prob,3,4,2,0.4195764,2,0.25,Correct,832,1,-0.868509648,2.383356166,0
833,1033,Baseline,7,113,Low Prob,4,2,1,0.303639,1,0.45,Correct,833,1,-1.191915783,3.293384578,0
834,1033,Baseline,7,114,High Prob,2,1,4,0.3463254,4,0.6,Correct,834,1,-1.060376483,2.887457865,0
835,1033,Baseline,7,115,High Prob,1,4,3,0.3517338,3,0.3,Correct,835,1,-1.044880639,2.843059154,0
836,1033,Baseline,7,116,High Prob,4,3,2,0.3624625,2,0.55,Correct,836,1,-1.014834258,2.758906094,0
837,1033,Baseline,7,117,High Prob,3,2,4,0.4711776,4,0.5,Correct,837,1,-0.752520186,2.122341979,0
838,1033,Baseline,7,118,High Prob,2,4,1,0.4172087,1,0.45,Correct,838,1,-0.874168703,2.396881944,0
839,1033,Baseline,7,119,High Prob,4,1,3,0.4392472,3,0.2,Correct,839,1,-0.822692926,2.276622367,0
840,1033,Baseline,7,120,High Prob,1,3,4,0.5686576,4,0.3,Correct,840,1,-0.564476783,1.758527451,0
841,1033,Baseline,8,1,High Prob,2,3,1,0.3055649,1,0.55,Correct,841,1,-1.185593084,3.27262719,0
842,1033,Baseline,8,2,High Prob,3,1,2,0.5362495,2,0.3,Correct,842,1,-0.623155741,1.864803604,0
843,1033,Baseline,8,3,Low Prob,1,2,4,0.3716407,4,0.35,Correct,843,1,-0.989827752,2.690770952,0
844,1033,Baseline,8,4,High Prob,2,4,1,0.4196921,1,0.4,Correct,844,1,-0.868233932,2.382699126,0
845,1033,Baseline,8,5,Low Prob,4,1,2,0.4297452,2,0.5,Correct,845,1,-0.844562804,2.326960255,0
846,1033,Baseline,8,6,Low Prob,1,2,4,0.3817895,4,0.35,Correct,846,1,-0.962885869,2.619244374,0
847,1033,Baseline,8,7,High Prob,2,4,1,0.4031723,1,0.25,Correct,847,1,-0.908391265,2.48032913,0
848,1033,Baseline,8,8,High Prob,4,1,3,0.7358888,3,0.45,Correct,848,1,-0.306676259,1.358900964,0
849,1033,Baseline,8,9,High Prob,1,3,4,0.2933017,4,0.3,Correct,849,1,-1.226553507,3.409458588,0
850,1033,Baseline,8,10,High Prob,3,4,2,0.3946362,2,0.35,Correct,850,1,-0.929790951,2.533979397,0
851,1033,Baseline,8,11,High Prob,4,2,3,0.542074,3,0.3,Correct,851,1,-0.612352755,1.844766582,0
852,1033,Baseline,8,12,High Prob,2,3,1,0.2714481,1,0.6,Correct,852,1,-1.303984318,3.683945476,0
853,1033,Baseline,8,13,Low Prob,3,1,4,0.4334765,4,0.45,Correct,853,1,-0.835917694,2.306930133,0
854,1033,Baseline,8,14,High Prob,1,4,3,0.310905,3,0.2,Correct,854,1,-1.16826788,3.21641659,0
855,1033,Baseline,8,15,Low Prob,4,3,1,0.3856262,1,0.2,Correct,855,1,-0.952886772,2.593184799,0
856,1033,Baseline,8,16,High Prob,3,1,2,0.4169574,2,0.4,Correct,856,1,-0.874771221,2.398326544,0
857,1033,Baseline,8,17,Low Prob,1,2,4,0.3729974,4,0.25,Correct,857,1,-0.98618383,2.680983835,0
858,1033,Baseline,8,18,High Prob,2,4,1,0.4650501,1,0.5,Correct,858,1,-0.765610137,2.150305956,0
859,1033,Baseline,8,19,High Prob,4,1,3,0.3351708,3,0.35,Correct,859,1,-1.093115026,2.98355346,0
860,1033,Baseline,8,20,High Prob,1,3,4,0.3604789,4,0.2,Correct,860,1,-1.020321854,2.774087471,0
861,1033,Baseline,8,21,High Prob,3,4,2,0.401186,2,0.6,Correct,861,1,-0.913330119,2.492609413,0
862,1033,Baseline,8,22,High Prob,4,2,3,0.4099313,4,0.55,Wrong,862,0,-0.891765694,2.439433144,1
863,1033,Baseline,8,23,High Prob,2,3,1,0.322677,1,0.55,Correct,863,1,-1.131103456,3.099074307,0
864,1033,Baseline,8,24,High Prob,3,1,2,0.6207193,2,0.6,Correct,864,1,-0.476876312,1.611034166,0
865,1033,Baseline,8,25,High Prob,1,2,1,0.5407978,1,0.55,Correct,865,1,-0.614709822,1.849119948,0
866,1033,Baseline,8,26,High Prob,2,1,4,0.478199,4,0.6,Correct,866,1,-0.737728315,2.091179614,0
867,1033,Baseline,8,27,High Prob,1,4,3,0.3702198,3,0.2,Correct,867,1,-0.993658396,2.701098104,0
868,1033,Baseline,8,28,High Prob,4,3,2,0.4263692,2,0.6,Correct,868,1,-0.852449641,2.345385173,0
869,1033,Baseline,8,29,High Prob,3,2,4,0.5763555,4,0.2,Correct,869,1,-0.551030621,1.735040266,0
870,1033,Baseline,8,30,High Prob,2,4,1,0.3483992,1,0.3,Correct,870,1,-1.05440633,2.870270655,0
871,1033,Baseline,8,31,High Prob,4,1,3,0.4691548,3,0.6,Correct,871,1,-0.756822501,2.131492633,0
872,1033,Baseline,8,32,High Prob,1,3,4,0.5372127,4,0.6,Correct,872,1,-0.621361174,1.861460088,0
873,1033,Baseline,8,33,High Prob,3,4,2,0.3345999,2,0.5,Correct,873,1,-1.094819789,2.988644049,0
874,1033,Baseline,8,34,Low Prob,4,2,1,0.3959909,1,0.5,Correct,874,1,-0.926364048,2.525310556,0
875,1033,Baseline,8,35,High Prob,2,1,4,0.4613357,4,0.35,Correct,875,1,-0.773629301,2.167618938,0
876,1033,Baseline,8,36,High Prob,1,4,3,0.3180693,3,0.3,Correct,876,1,-1.145485995,3.14396894,0
877,1033,Baseline,8,37,High Prob,4,3,2,0.4181223,2,0.35,Correct,877,1,-0.871981306,2.391644741,0
878,1033,Baseline,8,38,High Prob,3,2,4,0.4501648,4,0.35,Correct,878,1,-0.798141541,2.221408693,0
879,1033,Baseline,8,39,High Prob,2,4,1,0.3668447,1,0.4,Correct,879,1,-1.002816681,2.725949155,0
880,1033,Baseline,8,40,High Prob,4,1,3,0.3309151,3,0.5,Correct,880,1,-1.105893432,3.021923146,0
881,1033,Baseline,8,41,High Prob,1,3,4,0.4529944,4,0.6,Correct,881,1,-0.791875516,2.207532808,0
882,1033,Baseline,8,42,High Prob,3,4,2,0.3477402,2,0.55,Correct,882,1,-1.05629963,2.875710085,0
883,1033,Baseline,8,43,High Prob,4,2,3,0.6551658,3,0.35,Correct,883,1,-0.422866946,1.526331197,0
884,1033,Baseline,8,44,High Prob,2,3,1,0.6499217,1,0.25,Correct,884,1,-0.430903385,1.538646886,0
885,1033,Baseline,8,45,High Prob,3,1,2,0.5485668,2,0.25,Correct,885,1,-0.60044622,1.822932048,0
886,1033,Baseline,8,46,High Prob,1,2,1,0.4952876,1,0.35,Correct,886,1,-0.702616675,2.019028944,0
887,1033,Baseline,8,47,High Prob,2,1,4,0.3727106,4,0.55,Correct,887,1,-0.986953032,2.683046847,0
888,1033,Baseline,8,48,High Prob,1,4,3,0.3547397,3,0.45,Correct,888,1,-1.036370998,2.818968387,0
889,1033,Baseline,8,49,Low Prob,4,3,1,0.571505,1,0.6,Correct,889,1,-0.559482047,1.749765969,0
890,1033,Baseline,8,50,High Prob,3,1,2,0.4855326,2,0.35,Correct,890,1,-0.722508846,2.059593939,0
891,1033,Baseline,8,51,High Prob,1,2,1,0.5789166,1,0.35,Correct,891,1,-0.546596853,1.727364529,0
892,1033,Baseline,8,52,High Prob,2,1,4,0.5489916,4,0.55,Correct,892,1,-0.599672138,1.821521495,0
893,1033,Baseline,8,53,High Prob,1,4,3,0.3497495,3,0.4,Correct,893,1,-1.050538095,2.85918922,0
894,1033,Baseline,8,54,High Prob,4,3,2,0.4344191,2,0.3,Correct,894,1,-0.833745543,2.30192457,0
895,1033,Baseline,8,55,High Prob,3,2,4,0.4578311,4,0.55,Correct,895,1,-0.78125494,2.184211601,0
896,1033,Baseline,8,56,Low Prob,2,4,3,0.5945436,3,0.5,Correct,896,1,-0.519961227,1.681962433,0
897,1033,Baseline,8,57,High Prob,4,3,2,0.7019289,2,0.3,Correct,897,1,-0.353923162,1.424645716,0
898,1033,Baseline,8,58,High Prob,3,2,4,0.430695,4,0.45,Correct,898,1,-0.842355096,2.321828672,0
899,1033,Baseline,8,59,High Prob,2,4,1,0.5307146,1,0.25,Correct,899,1,-0.633530879,1.884251912,0
900,1033,Baseline,8,60,High Prob,4,1,3,0.564822,3,0.2,Correct,900,1,-0.571244642,1.770469281,0
901,1033,Baseline,8,61,High Prob,1,3,4,0.3108547,4,0.55,Correct,901,1,-1.168429679,3.216937045,0
902,1033,Baseline,8,62,High Prob,3,4,2,0.3535779,2,0.6,Correct,902,1,-1.03965145,2.828231063,0
903,1033,Baseline,8,63,High Prob,4,2,3,0.3982935,3,0.5,Correct,903,1,-0.920566108,2.510711322,0
904,1033,Baseline,8,64,High Prob,2,3,1,0.421022,1,0.6,Correct,904,1,-0.86507019,2.375172794,0
905,1033,Baseline,8,65,High Prob,3,1,2,0.447043,2,0.5,Correct,905,1,-0.805100492,2.236921281,0
906,1033,Baseline,8,66,High Prob,1,2,1,0.4384783,1,0.55,Correct,906,1,-0.824444955,2.280614571,0
907,1033,Baseline,8,67,High Prob,2,1,4,0.3658843,4,0.55,Correct,907,1,-1.005438116,2.733104427,0
908,1033,Baseline,8,68,High Prob,1,4,3,0.3438965,3,0.55,Correct,908,1,-1.067414539,2.907851636,0
909,1033,Baseline,8,69,High Prob,4,3,2,0.5752938,2,0.25,Correct,909,1,-0.552874412,1.738242269,0
910,1033,Baseline,8,70,High Prob,3,2,4,0.7513077,4,0.2,Correct,910,1,-0.285939991,1.33101258,0
911,1033,Baseline,8,71,High Prob,2,4,1,0.3601103,1,0.6,Correct,911,1,-1.021344906,2.776926958,0
912,1033,Baseline,8,72,High Prob,4,1,3,0.5768124,3,0.2,Correct,912,1,-0.550238195,1.73366592,0
913,1033,Baseline,8,73,High Prob,1,3,4,0.4448627,4,0.3,Correct,913,1,-0.809989584,2.247884572,0
914,1033,Baseline,8,74,High Prob,3,4,2,0.3162534,2,0.35,Correct,914,1,-1.151211488,3.162021341,0
915,1033,Baseline,8,75,High Prob,4,2,3,0.4502938,3,0.3,Correct,915,1,-0.79785502,2.220772305,0
916,1033,Baseline,8,76,High Prob,2,3,1,0.4210438,1,0.25,Correct,916,1,-0.865018413,2.375049817,0
917,1033,Baseline,8,77,High Prob,3,1,2,0.5030909,1,0.3,Wrong,917,0,-0.68698441,1.98771236,1
918,1033,Baseline,8,78,High Prob,1,2,1,0.5217622,1,0.2,Correct,918,1,-0.65054335,1.916581922,0
919,1033,Baseline,8,79,High Prob,2,1,4,0.4698162,4,0.35,Correct,919,1,-0.755413725,2.128491951,0
920,1033,Baseline,8,80,High Prob,1,4,3,0.3118698,3,0.25,Correct,920,1,-1.165169486,3.206466288,0
921,1033,Baseline,8,81,High Prob,4,3,2,0.4445859,2,0.35,Correct,921,1,-0.810611992,2.249284109,0
922,1033,Baseline,8,82,High Prob,3,2,4,0.497988,4,0.2,Correct,922,1,-0.697179299,2.008080516,0
923,1033,Baseline,8,83,High Prob,2,4,1,0.5673372,1,0.55,Correct,923,1,-0.566801443,1.762620184,0
924,1033,Baseline,8,84,High Prob,4,1,3,0.329409,3,0.55,Correct,924,1,-1.110455139,3.035739764,0
925,1033,Baseline,8,85,Low Prob,1,3,2,0.46146,2,0.35,Correct,925,1,-0.773359903,2.167035063,0
926,1033,Baseline,8,86,High Prob,3,2,4,0.4301791,4,0.3,Correct,926,1,-0.843553645,2.324613167,0
927,1033,Baseline,8,87,High Prob,2,4,1,0.3822168,1,0.35,Correct,927,1,-0.961767292,2.616316185,0
928,1033,Baseline,8,88,High Prob,4,1,3,0.4155891,3,0.35,Correct,928,1,-0.878058247,2.406222877,0
929,1033,Baseline,8,89,High Prob,1,3,4,0.6576594,4,0.3,Correct,929,1,-0.419068111,1.520543917,0
930,1033,Baseline,8,90,High Prob,3,4,2,0.6064003,2,0.6,Correct,930,1,-0.50021495,1.649075701,0
931,1033,Baseline,8,91,Low Prob,4,2,1,0.3211396,1,0.5,Correct,931,1,-1.135879359,3.113910586,0
932,1033,Baseline,8,92,High Prob,2,1,4,0.6151825,3,0.3,Wrong,932,0,-0.485836307,1.625533886,1
933,1033,Baseline,8,93,High Prob,1,4,3,0.6932298,3,0.2,Correct,933,1,-0.366393733,1.4425231,0
934,1033,Baseline,8,94,High Prob,4,3,2,0.6726535,2,0.6,Correct,934,1,-0.396524941,1.486649516,0
935,1033,Baseline,8,95,High Prob,3,2,4,0.5207161,4,0.3,Correct,935,1,-0.652550299,1.920432266,0
936,1033,Baseline,8,96,High Prob,2,4,1,0.4907609,1,0.2,Correct,936,1,-0.711798235,2.037652144,0
937,1033,Baseline,8,97,High Prob,4,1,3,0.3401473,3,0.45,Correct,937,1,-1.07837652,2.939902801,0
938,1033,Baseline,8,98,High Prob,1,3,4,0.3735453,1,0.4,Wrong,938,0,-0.984715997,2.677051485,1
939,1033,Baseline,8,99,High Prob,3,4,2,0.4996023,2,0.45,Correct,939,1,-0.693942897,2.001592066,0
940,1033,Baseline,8,100,High Prob,4,2,3,0.5023021,3,0.2,Correct,940,1,-0.688553547,1.990833803,0
941,1033,Baseline,8,101,High Prob,2,3,1,0.3490379,1,0.5,Correct,941,1,-1.052574767,2.865018383,0
942,1033,Baseline,8,102,High Prob,3,1,2,0.4836822,2,0.25,Correct,942,1,-0.726327199,2.067473229,0
943,1033,Baseline,8,103,High Prob,1,2,1,0.3931262,1,0.55,Correct,943,1,-0.933624599,2.543712426,0
944,1033,Baseline,8,104,High Prob,2,1,4,0.7505004,4,0.25,Correct,944,1,-0.287015095,1.332444326,0
945,1033,Baseline,8,105,High Prob,1,4,3,0.6032571,3,0.5,Correct,945,1,-0.505411805,1.657668016,0
946,1033,Baseline,8,106,High Prob,4,3,2,0.4879756,2,0.25,Correct,946,1,-0.717489874,2.049282792,0
947,1033,Baseline,8,107,Low Prob,3,2,3,0.4914287,3,0.6,Correct,947,1,-0.710438416,2.034883189,0
948,1033,Baseline,8,108,High Prob,2,3,1,0.3967503,1,0.25,Correct,948,1,-0.924448163,2.520476985,0
949,1033,Baseline,8,109,Low Prob,3,1,4,0.4201302,4,0.2,Correct,949,1,-0.867190616,2.380214514,0
950,1033,Baseline,8,110,High Prob,1,4,3,0.4262298,3,0.6,Correct,950,1,-0.852776642,2.34615224,0
951,1033,Baseline,8,111,High Prob,4,3,2,0.340276,2,0.5,Correct,951,1,-1.077998226,2.938790864,0
952,1033,Baseline,8,112,High Prob,3,2,4,0.357651,4,0.4,Correct,952,1,-1.028197628,2.79602182,0
953,1033,Baseline,8,113,High Prob,2,4,1,0.3303469,1,0.3,Correct,953,1,-1.107611965,3.027120884,0
954,1033,Baseline,8,114,High Prob,4,1,3,0.3324492,3,0.4,Correct,954,1,-1.101268213,3.007978362,0
955,1033,Baseline,8,115,Low Prob,1,3,2,0.4657772,2,0.3,Correct,955,1,-0.764047871,2.146949228,0
956,1033,Baseline,8,116,High Prob,3,2,4,0.3578126,4,0.6,Correct,956,1,-1.027745893,2.794759044,0
957,1033,Baseline,8,117,High Prob,2,4,1,0.3645371,1,0.25,Correct,957,1,-1.009126949,2.743205013,0
958,1033,Baseline,8,118,Low Prob,4,1,2,0.5392612,2,0.45,Correct,958,1,-0.617555224,1.854388931,0
959,1033,Baseline,8,119,High Prob,1,2,1,0.4646582,1,0.5,Correct,959,1,-0.766453197,2.152119558,0
960,1033,Baseline,8,120,High Prob,2,1,4,0.5453635,4,0.3,Correct,960,1,-0.606302734,1.833639398,0
